#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20025921.2	NZ_CP030216.1	CP030216	104.42	49.2549	103	-	-	-	112	9
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20041606.1	NZ_CP030237.1	CP030237	32.829	50.7966	31	-	-	-	37	6
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC74_2	NZ_CP023437.1	CP023437	60.923	51.9492	73	-	-	-	83	13
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC74_3	NZ_CP023438.1	CP023438	51.931	46.7852	50	-	-	-	67	14
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC79_2	NZ_CP025737.1	CP025737	99.333	52.0039	89	-	-	-	117	28
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pFORC_078_2	NZ_CP026714.1	CP026714	59.333	51.9407	68	-	-	-	81	13
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGTAFD2016-MI-0253.1	NZ_CP039280.1	CP039280	26.17	36.2591	30	-	-	-	30	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGTAFD2016-MI-0253.2	NZ_CP039281.1	CP039281	4.018	53.2603	7	-	-	-	8	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pGTAFD2016-MI-0253.3	NZ_CP039282.1	CP039282	2.244	51.6043	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP041006.1	CP041006	93.933	53.1272	108	-	-	-	113	5
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP041007.1	CP041007	3.36	27.5893	4	-	-	-	4	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	p1	NZ_CP043774.1	CP043774	55.361	52.7321	54	-	-	-	62	8
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSAN096147	NZ_CP044256.1	CP044256	290.83	46.0252	294	-	-	-	307	13
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pLS44712-MCR	NZ_CP035918.1	CP035918	247.705	46.345	244	-	-	-	265	21
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pLS61394-MCR	NZ_CP035916.1	CP035916	287.007	46.6365	277	-	-	-	298	21
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP046282.1	CP046282	94.642	53.098	108	-	-	-	114	6
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP046284.1	CP046284	87.018	49.7403	98	-	-	-	100	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP046292.1	CP046292	2.231	38.4581	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP046281.1	CP046281	58.747	49.0102	50	-	-	-	66	16
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pR19.2839_83k	NZ_CP046430.1	CP046430	83.365	51.3981	68	-	-	-	86	18
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_WUQC01000002.1	-	138.255	52.1413	153	-	-	-	182	28
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_WUPX01000002.1	-	182.565	52.0565	191	-	-	-	234	46
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP050989.1	CP050989	100.44	50.6382	90	-	-	-	104	14
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSEHaa3795_1	-	AP020331.1	4.593	50.4899	4	-	-	-	4	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP053576.1	CP053576	63.301	49.3799	68	-	-	-	73	5
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP053577.1	CP053577	215.249	51.6527	171	-	-	-	200	29
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP053578.1	CP053578	21.243	49.2115	18	-	-	-	20	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP053580.1	CP053580	124.247	51.1183	87	-	-	-	123	36
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSESen3709_1	-	AP020333.1	249.939	47.5184	264	-	-	-	271	7
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSESen3709_2	-	AP020334.1	6.237	50.0401	6	-	-	-	6	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP054716.1	CP054716	51.651	43.5751	51	-	-	-	54	3
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP054717.1	CP054717	162.029	49.875	145	-	-	-	171	26
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP054718.1	CP054718	118.798	48.8796	120	-	-	-	158	38
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP054898.1	CP054898	146.288	51.2222	147	-	-	-	164	17
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP054899.1	CP054899	2.579	50.5622	2	-	-	-	3	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP054900.1	CP054900	3.898	51.7445	3	-	-	-	4	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP054902.1	CP054902	132.638	50.8278	110	-	-	-	139	29
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP054903.1	CP054903	1.761	39.6366	2	-	-	-	2	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	-	CP055131.1	138.139	53.4107	149	-	-	-	166	17
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSRC27-Col156	NZ_CP058808.1	CP058808	3.752	51.2527	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSRC27-F	NZ_CP058809.1	CP058809	93.853	53.1097	105	-	-	-	112	7
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSRC27-H	NZ_CP058810.1	CP058810	205.772	46.8144	209	-	-	-	222	13
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSRC27-I	NZ_CP058811.1	CP058811	90.483	50.7034	77	-	-	-	95	18
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSal009	NZ_CP050832.1	CP050832	152.94	53.4308	162	-	-	-	178	16
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS8094-1	NZ_CP060516.1	CP060516	278.034	47.5334	278	-	-	-	305	27
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS7627-1	NZ_CP060518.1	CP060518	233.305	46.5399	234	-	-	-	244	10
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS7627-2	NZ_CP060519.1	CP060519	64.443	42.8549	76	-	-	-	79	3
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS7627-3	NZ_CP060520.1	CP060520	4.073	44.0953	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS7627-4	NZ_CP060521.1	CP060521	3.83	52.9243	3	-	-	-	3	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS7966-1	NZ_CP060513.1	CP060513	254.662	49.5429	182	-	-	-	239	57
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS7966-2	NZ_CP060514.1	CP060514	41.605	34.5487	58	-	-	-	58	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS8250-1	NZ_CP060523.1	CP060523	59.372	51.947	72	-	-	-	79	7
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS8250-2	NZ_CP060524.1	CP060524	33.31	41.8463	36	-	-	-	38	2
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS8250-3	NZ_CP060525.1	CP060525	2.096	55.5821	1	-	-	-	1	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS7697-1	NZ_CP060509.1	CP060509	209.422	51.8914	207	-	-	-	228	21
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS7697-2	NZ_CP060510.1	CP060510	3.372	55.1305	4	-	-	-	5	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pS7697-3	NZ_CP060511.1	CP060511	2.978	48.2203	2	-	-	-	3	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	p27A-368	-	LC488708.1	114.994	50.3565	124	-	-	-	124	-
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP065719.1	CP065719	93.933	53.1272	108	-	-	-	113	5
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP065638.1	CP065638	93.933	53.1272	108	-	-	-	113	5
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSal21GXH-tetX4	NZ_CP060586.1	CP060586	256.017	47.4074	238	-	-	-	263	25
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP066008.1	CP066008	8.688	60.9576	9	-	-	-	10	1
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP066010.1	CP066010	86.768	50.1879	96	-	-	-	99	3
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP066011.1	CP066011	93.851	53.114	106	-	-	-	111	5
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP066048.1	CP066048	59.372	51.9588	72	-	-	-	79	7
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP065891.1	CP065891	59.043	52.2619	64	-	-	-	74	10
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP069519.1	CP069519	128.163	50.6738	147	-	-	-	150	3
Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	p17Sal018	NZ_CP069167.1	CP069167	217.773	48.2268	213	-	-	-	239	26
Salmonella enterica subsp. diarizonae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP011290.1	CP011290	32.098	41.3733	41	-	-	-	41	-
Salmonella enterica subsp. diarizonae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP011291.1	CP011291	58.005	42.0533	70	-	-	-	71	1
Salmonella enterica subsp. diarizonae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP011293.1	CP011293	32.098	41.3733	41	-	-	-	41	-
Salmonella enterica subsp. diarizonae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP011294.1	CP011294	57.955	42.0654	69	-	-	-	70	1
Salmonella enterica subsp. diarizonae	Bacteria	Proteobacteria	Gammaproteobacteria	pSE16-SA00356	NZ_CP034075.1	CP034075	42.663	41.3379	44	-	-	-	50	6
Salmonella enterica subsp. diarizonae serovar 48:i:z	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20121591.1	NZ_CP029990.1	CP029990	121.189	51.3157	119	-	-	-	131	12
Salmonella enterica subsp. diarizonae serovar 59:z10:-	Bacteria	Proteobacteria	Gammaproteobacteria	pSA20051472.1	-	CP030027.1	169.096	51.9474	166	-	-	-	200	34
Salmonella enterica subsp. diarizonae serovar 61:k:1,5,(7)	Bacteria	Proteobacteria	Gammaproteobacteria	p14-SA00836-0	NZ_CP054423.1	CP054423	42.668	41.3401	46	-	-	-	52	6
Salmonella enterica subsp. diarizonae serovar 65:c:z str. SA20044251	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP022136.1	CP022136	85.657	43.2994	83	-	-	-	83	-
Salmonella enterica subsp. diarizonae serovar 65:c:z str. SA20044251	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP022137.1	CP022137	66.457	51.495	71	-	-	-	77	6
Salmonella enterica subsp. diarizonae serovar b,50:-:-	Bacteria	Proteobacteria	Gammaproteobacteria	pXXB1403	NZ_CP059887.1	CP059887	277.539	47.5602	280	-	-	-	304	24
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	p3K	NZ_CP007488.1	CP007488	3.208	49.2207	3	-	-	-	3	-
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSTM	NZ_CP007489.1	CP007489	93.965	53.1315	107	-	-	-	113	6
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP020923.1	CP020923	116.677	52.9282	122	-	-	-	143	21
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP020924.1	CP020924	65.419	40.2207	59	-	-	-	71	12
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pST1120	NZ_CP021910.1	CP021910	6.863	46.0003	3	-	-	-	3	-
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSE08-00436-1	NZ_CP020493.1	CP020493	264.914	47.1798	264	-	-	-	282	18
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSE08-00436-2	NZ_CP020494.1	CP020494	54.067	51.3252	63	-	-	-	67	4
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pRM11065-1	NZ_CP022661.1	CP022661	143.77	51.0941	126	-	-	-	142	16
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pRM11065-2	NZ_CP022662.1	CP022662	132.606	49.3447	65	-	2	-	100	33
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pRM11060-1	NZ_CP022659.1	CP022659	70.062	52.9788	69	-	-	-	83	14
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pRM11060-2	NZ_CP022660.1	CP022660	290.957	51.3011	241	-	1	-	315	73
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSE15-SA01028	NZ_CP026661.1	CP026661	310.921	47.7105	305	-	-	-	322	17
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pUO-STmRV1	NZ_CP018220.1	CP018220	197.365	52.2909	211	-	-	-	236	25
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSalMiami	NZ_CP023469.1	CP023469	94.044	49.6555	88	-	-	-	109	20
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSalSendai	NZ_CP023471.1	CP023471	81.125	51.3307	90	-	-	-	101	12
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSJO-60984	NZ_CP025277.1	CP025277	266.48	45.4931	268	-	-	-	281	13
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	p12-0523.1	NZ_CP039278.1	CP039278	28.751	36.0335	42	-	-	-	42	-
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA122-1	NZ_CP033224.2	CP033224	181.747	46.6786	171	-	-	-	187	16
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA122-2	NZ_CP033225.2	CP033225	6.758	46.2267	2	-	-	-	3	1
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA244-1	NZ_CP033253.2	CP033253	149.567	45.6451	139	-	-	-	146	7
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA244-2	NZ_CP033254.2	CP033254	60.381	42.2997	70	-	-	-	71	1
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA1096	NZ_CP033347.2	CP033347	297.348	46.6928	285	-	-	-	310	25
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA629	NZ_CP033351.2	CP033351	210.674	45.2396	212	-	-	-	219	7
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA231	NZ_CP033349.2	CP033349	33.309	41.8506	37	-	-	-	38	1
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA664-1	NZ_CP033353.2	CP033353	255.327	47.8872	243	-	-	-	274	31
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA664-2	NZ_CP033354.2	CP033354	41.696	45.3665	48	-	-	-	48	-
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA664-3	NZ_CP033355.2	CP033355	61.841	42.4362	72	-	-	-	73	1
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA12	NZ_CP033256.1	CP033256	147.918	44.9729	141	-	-	-	149	8
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pST1539	NZ_CP035302.1	CP035302	93.876	53.1116	106	-	-	-	113	7
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pEQAS2016S1-2	NZ_CP033357.1	CP033357	33.334	41.8582	35	-	-	-	38	3
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pEQAS2016S1-3	NZ_CP033358.1	CP033358	5.431	47.1368	6	-	-	-	8	2
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pEQAS2016S1-1	NZ_CP033359.1	CP033359	50.864	51.9896	53	-	-	-	57	4
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	plas4.1.1	NZ_CP047116.1	CP047116	190.174	47.3624	180	-	-	-	198	18
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pLHST2018_IncX3	-	CP052768.1	42.847	46.0056	53	-	-	-	58	5
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	p11-Galia-2015	NZ_JADWDF010000079.1	-	49.645	52.1603	52	-	-	-	58	6
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSe32	NZ_CP067340.1	CP067340	93.832	53.1151	106	-	-	-	112	6
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pSe13	NZ_CP067338.1	CP067338	21.592	49.2682	23	-	-	-	27	4
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA300-1	NZ_CP033382.2	CP033382	209.798	46.8918	201	-	-	-	220	19
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA300-2	NZ_CP033383.2	CP033383	34.764	48.4467	34	-	-	-	38	4
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA1007-1	NZ_CP033385.2	CP033385	181.814	45.749	181	-	-	-	192	11
Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	pCFSA1007-2	NZ_CP033386.2	CP033386	52.902	49.5936	49	-	-	-	58	9
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-5333.1	NZ_CP039562.1	CP039562	178.506	52.2207	200	-	-	-	230	30
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-5333.2	NZ_CP039563.1	CP039563	4.148	42.5747	6	-	-	-	6	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-4425.1	NZ_CP039559.1	CP039559	246.505	45.9135	231	-	-	-	250	19
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-4425.2	NZ_CP039560.1	CP039560	93.838	53.1139	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-7727.1	NZ_CP039566.1	CP039566	93.838	53.116	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-2080.1	NZ_CP039573.1	CP039573	4.593	50.4246	6	-	-	-	7	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-2080.2	NZ_CP039574.1	CP039574	4.418	52.9199	5	-	-	-	6	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-2080.3	NZ_CP039575.1	CP039575	3.003	45.2547	4	-	-	-	4	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0225.1	NZ_CP039586.1	CP039586	93.927	53.1168	102	-	-	-	111	9
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0225.2	NZ_CP039587.1	CP039587	59.143	42.617	67	-	-	-	68	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p08-8136.1	NZ_CP039568.1	CP039568	93.837	53.1166	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p09-0642.1	NZ_CP039570.1	CP039570	4.593	50.4463	6	-	-	-	7	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p09-0642.2	NZ_CP039571.1	CP039571	4.418	52.9199	6	-	-	-	7	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-3881.1	NZ_CP039580.1	CP039580	125.502	53.2892	134	-	-	-	151	17
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-3881.2	NZ_CP039581.1	CP039581	3.208	49.3766	4	-	-	-	4	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-8609.1	NZ_CP039583.1	CP039583	94	53.1287	102	-	-	-	109	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-8609.2	NZ_CP039584.1	CP039584	3.208	49.3766	4	-	-	-	4	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0813.1	NZ_CP039594.1	CP039594	6.76	46.287	2	-	-	-	4	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-4331.1	NZ_CP039596.1	CP039596	93.838	53.1149	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-4331.2	NZ_CP039597.1	CP039597	3.208	49.3766	4	-	-	-	4	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-4331.3	NZ_CP039598.1	CP039598	1.968	52.7947	1	-	-	-	1	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6334.1	NZ_CP039600.1	CP039600	38.266	41.9067	45	-	-	-	46	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6334.2	NZ_CP039601.1	CP039601	3.751	52.1994	4	-	-	-	4	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6334.3	NZ_CP039602.1	CP039602	3.374	55.246	4	-	-	-	5	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6919.1	NZ_CP039604.1	CP039604	90.972	49.8692	97	-	-	-	101	4
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6919.2	NZ_CP039605.1	CP039605	38.556	56.2377	31	-	-	-	42	11
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p12-6919.3	NZ_CP039606.1	CP039606	4.697	49.6913	7	-	-	-	9	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p14-7355.1	NZ_CP039608.1	CP039608	3.351	55.0582	3	-	-	-	4	1
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p14-7355.2	NZ_CP039609.1	CP039609	2.699	50.389	1	-	-	-	3	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0230.1	NZ_CP039589.1	CP039589	2.617	54.6427	1	-	-	-	1	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0230.2	NZ_CP039590.1	CP039590	1.978	57.1284	1	-	-	-	1	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p09-3649.1	NZ_CP039714.1	CP039714	98.012	48.8185	100	-	-	-	102	2
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p09-3649.2	NZ_CP039715.1	CP039715	93.838	53.116	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-3184.1	NZ_CP039717.1	CP039717	248.353	45.9833	232	-	-	-	251	19
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p10-3184.2	NZ_CP039718.1	CP039718	93.838	53.1139	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0228.1	NZ_CP039720.1	CP039720	4.418	52.9199	6	-	-	-	6	-
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p11-0972.1	NZ_CP039855.1	CP039855	93.897	53.1263	103	-	-	-	110	7
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p15-0756.1	NZ_CP039857.1	CP039857	249.601	45.9882	235	-	-	-	247	12
Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Bacteria	Proteobacteria	Gammaproteobacteria	p15-0756.2	NZ_CP039858.1	CP039858	4.073	51.4363	3	-	-	-	3	-
